Data;Sistema;GWh
12/10/2015;Sistema Interligado Nacional;81,7
13/10/2015;Sudeste/Centro-Oeste;0
13/10/2015;Sul;6
13/10/2015;Nordeste;61
13/10/2015;Norte;0
13/10/2015;Sistema Interligado Nacional;67
14/10/2015;Sudeste/Centro-Oeste;0
14/10/2015;Sul;22,4
14/10/2015;Nordeste;66,6
14/10/2015;Norte;0
14/10/2015;Sistema Interligado Nacional;89
15/10/2015;Sudeste/Centro-Oeste;0
15/10/2015;Sul;16,9
15/10/2015;Nordeste;64,2
15/10/2015;Norte;0
15/10/2015;Sistema Interligado Nacional;81,1
16/10/2015;Sudeste/Centro-Oeste;0
16/10/2015;Sul;13,4
16/10/2015;Nordeste;64,3
16/10/2015;Norte;0
16/10/2015;Sistema Interligado Nacional;77,7
17/10/2015;Sudeste/Centro-Oeste;0
17/10/2015;Sul;11,7
17/10/2015;Nordeste;54,1
17/10/2015;Norte;0
17/10/2015;Sistema Interligado Nacional;65,8
18/10/2015;Sudeste/Centro-Oeste;0
18/10/2015;Sul;5,4
18/10/2015;Nordeste;53,6
18/10/2015;Norte;0
18/10/2015;Sistema Interligado Nacional;59
19/10/2015;Sudeste/Centro-Oeste;0
19/10/2015;Sul;21,8
19/10/2015;Nordeste;64,4
19/10/2015;Norte;0
19/10/2015;Sistema Interligado Nacional;86,2
20/10/2015;Sudeste/Centro-Oeste;0
20/10/2015;Sul;18,3
20/10/2015;Nordeste;65,9
20/10/2015;Norte;0
20/10/2015;Sistema Interligado Nacional;84,3
21/10/2015;Sudeste/Centro-Oeste;0
21/10/2015;Sul;7,8
21/10/2015;Nordeste;55,3
21/10/2015;Norte;0
21/10/2015;Sistema Interligado Nacional;63,1
22/10/2015;Sudeste/Centro-Oeste;0
22/10/2015;Sul;6,4
22/10/2015;Nordeste;54,9
22/10/2015;Norte;0
22/10/2015;Sistema Interligado Nacional;61,3
23/10/2015;Sudeste/Centro-Oeste;0
23/10/2015;Sul;7,8
23/10/2015;Nordeste;53,9
23/10/2015;Norte;0
23/10/2015;Sistema Interligado Nacional;61,7
24/10/2015;Sudeste/Centro-Oeste;0
24/10/2015;Sul;8,8
24/10/2015;Nordeste;51,8
24/10/2015;Norte;0
24/10/2015;Sistema Interligado Nacional;60,6
25/10/2015;Sudeste/Centro-Oeste;0
25/10/2015;Sul;20,7
25/10/2015;Nordeste;54,6
25/10/2015;Norte;0
25/10/2015;Sistema Interligado Nacional;75,3
26/10/2015;Sudeste/Centro-Oeste;0
26/10/2015;Sul;17
26/10/2015;Nordeste;66,2
26/10/2015;Norte;0
26/10/2015;Sistema Interligado Nacional;83,1
27/10/2015;Sudeste/Centro-Oeste;0
27/10/2015;Sul;10,7
27/10/2015;Nordeste;69,3
27/10/2015;Norte;0
27/10/2015;Sistema Interligado Nacional;80,1
28/10/2015;Sudeste/Centro-Oeste;0
28/10/2015;Sul;21
28/10/2015;Nordeste;56,5
28/10/2015;Norte;0
28/10/2015;Sistema Interligado Nacional;77,4
29/10/2015;Sudeste/Centro-Oeste;0
29/10/2015;Sul;24,1
29/10/2015;Nordeste;46,3
29/10/2015;Norte;0
29/10/2015;Sistema Interligado Nacional;70,4
30/10/2015;Sudeste/Centro-Oeste;0
30/10/2015;Sul;13,6
30/10/2015;Nordeste;45,7
30/10/2015;Norte;0
30/10/2015;Sistema Interligado Nacional;59,4
31/10/2015;Sudeste/Centro-Oeste;0
31/10/2015;Sul;16,3
31/10/2015;Nordeste;48,1
31/10/2015;Norte;0
31/10/2015;Sistema Interligado Nacional;64,4
01/11/2015;Sudeste/Centro-Oeste;0
01/11/2015;Sul;14,4
01/11/2015;Nordeste;54,5
01/11/2015;Norte;0
01/11/2015;Sistema Interligado Nacional;68,9
02/11/2015;Sudeste/Centro-Oeste;0
02/11/2015;Sul;24,4
02/11/2015;Nordeste;72,5
02/11/2015;Norte;0
02/11/2015;Sistema Interligado Nacional;96,9
03/11/2015;Sudeste/Centro-Oeste;0
03/11/2015;Sul;10,4
03/11/2015;Nordeste;68,3
03/11/2015;Norte;0
03/11/2015;Sistema Interligado Nacional;78,7
04/11/2015;Sudeste/Centro-Oeste;0
04/11/2015;Sul;12,5
04/11/2015;Nordeste;58,2
04/11/2015;Norte;0
04/11/2015;Sistema Interligado Nacional;70,7
05/11/2015;Sudeste/Centro-Oeste;0
05/11/2015;Sul;8,2
05/11/2015;Nordeste;52,7
05/11/2015;Norte;0
05/11/2015;Sistema Interligado Nacional;60,9
06/11/2015;Sudeste/Centro-Oeste;0
06/11/2015;Sul;2,3
06/11/2015;Nordeste;50,1
06/11/2015;Norte;0
06/11/2015;Sistema Interligado Nacional;52,4
07/11/2015;Sudeste/Centro-Oeste;0
07/11/2015;Sul;9,7
07/11/2015;Nordeste;58,3
07/11/2015;Norte;0
07/11/2015;Sistema Interligado Nacional;68
08/11/2015;Sudeste/Centro-Oeste;0
08/11/2015;Sul;21,8
08/11/2015;Nordeste;60,3
08/11/2015;Norte;0
08/11/2015;Sistema Interligado Nacional;82,1
09/11/2015;Sudeste/Centro-Oeste;0
09/11/2015;Sul;8,2
09/11/2015;Nordeste;58,4
09/11/2015;Norte;0
09/11/2015;Sistema Interligado Nacional;66,6
10/11/2015;Sudeste/Centro-Oeste;0
10/11/2015;Sul;10,7
10/11/2015;Nordeste;63,5
10/11/2015;Norte;0
10/11/2015;Sistema Interligado Nacional;74,2
11/11/2015;Sudeste/Centro-Oeste;0
11/11/2015;Sul;7,7
11/11/2015;Nordeste;74,3
11/11/2015;Norte;0
11/11/2015;Sistema Interligado Nacional;82,1
12/11/2015;Sudeste/Centro-Oeste;0
12/11/2015;Sul;13
12/11/2015;Nordeste;54,7
12/11/2015;Norte;0
12/11/2015;Sistema Interligado Nacional;67,7
13/11/2015;Sudeste/Centro-Oeste;0
13/11/2015;Sul;23,9
13/11/2015;Nordeste;40
13/11/2015;Norte;0
13/11/2015;Sistema Interligado Nacional;63,9
14/11/2015;Sudeste/Centro-Oeste;0
14/11/2015;Sul;23,5
14/11/2015;Nordeste;35,9
14/11/2015;Norte;0
14/11/2015;Sistema Interligado Nacional;59,4
15/11/2015;Sudeste/Centro-Oeste;0
15/11/2015;Sul;5,6
15/11/2015;Nordeste;27
15/11/2015;Norte;0
15/11/2015;Sistema Interligado Nacional;32,6
16/11/2015;Sudeste/Centro-Oeste;0
16/11/2015;Sul;23,1
16/11/2015;Nordeste;38,5
16/11/2015;Norte;0
16/11/2015;Sistema Interligado Nacional;61,6
17/11/2015;Sudeste/Centro-Oeste;0
17/11/2015;Sul;21,7
17/11/2015;Nordeste;39,8
17/11/2015;Norte;0
17/11/2015;Sistema Interligado Nacional;61,5
18/11/2015;Sudeste/Centro-Oeste;0
18/11/2015;Sul;4,8
18/11/2015;Nordeste;33,9
18/11/2015;Norte;0
18/11/2015;Sistema Interligado Nacional;38,7
19/11/2015;Sudeste/Centro-Oeste;0
19/11/2015;Sul;6,1
19/11/2015;Nordeste;37,2
19/11/2015;Norte;0
19/11/2015;Sistema Interligado Nacional;43,2
20/11/2015;Sudeste/Centro-Oeste;0
20/11/2015;Sul;26,3
20/11/2015;Nordeste;40,1
20/11/2015;Norte;0
20/11/2015;Sistema Interligado Nacional;66,4
21/11/2015;Sudeste/Centro-Oeste;0
21/11/2015;Sul;6,5
21/11/2015;Nordeste;35,7
21/11/2015;Norte;0
21/11/2015;Sistema Interligado Nacional;42,1
22/11/2015;Sudeste/Centro-Oeste;0
22/11/2015;Sul;7,5
22/11/2015;Nordeste;43,9
22/11/2015;Norte;0
22/11/2015;Sistema Interligado Nacional;51,4
23/11/2015;Sudeste/Centro-Oeste;0
23/11/2015;Sul;11,5
23/11/2015;Nordeste;36,8
23/11/2015;Norte;0
23/11/2015;Sistema Interligado Nacional;48,3
24/11/2015;Sudeste/Centro-Oeste;0
24/11/2015;Sul;23
24/11/2015;Nordeste;32,5
24/11/2015;Norte;0
24/11/2015;Sistema Interligado Nacional;55,5
25/11/2015;Sudeste/Centro-Oeste;0
25/11/2015;Sul;27,2
25/11/2015;Nordeste;30,7
25/11/2015;Norte;0
25/11/2015;Sistema Interligado Nacional;57,9
26/11/2015;Sudeste/Centro-Oeste;0
26/11/2015;Sul;28,4
26/11/2015;Nordeste;25,9
26/11/2015;Norte;0
26/11/2015;Sistema Interligado Nacional;54,3
27/11/2015;Sudeste/Centro-Oeste;0
27/11/2015;Sul;24,5
27/11/2015;Nordeste;31,2
27/11/2015;Norte;0
27/11/2015;Sistema Interligado Nacional;55,7
28/11/2015;Sudeste/Centro-Oeste;0
28/11/2015;Sul;14,8
28/11/2015;Nordeste;45,6
28/11/2015;Norte;0
28/11/2015;Sistema Interligado Nacional;60,4
29/11/2015;Sudeste/Centro-Oeste;0
29/11/2015;Sul;9,5
29/11/2015;Nordeste;43,7
29/11/2015;Norte;0
29/11/2015;Sistema Interligado Nacional;53,2
30/11/2015;Sudeste/Centro-Oeste;0
30/11/2015;Sul;5,2
30/11/2015;Nordeste;59
30/11/2015;Norte;0
30/11/2015;Sistema Interligado Nacional;64,2
01/12/2015;Sudeste/Centro-Oeste;0
01/12/2015;Sul;13,8
01/12/2015;Nordeste;63,8
01/12/2015;Norte;0
01/12/2015;Sistema Interligado Nacional;77,6
02/12/2015;Sudeste/Centro-Oeste;0
02/12/2015;Sul;10,9
02/12/2015;Nordeste;56,5
02/12/2015;Norte;0
02/12/2015;Sistema Interligado Nacional;67,4
03/12/2015;Sudeste/Centro-Oeste;0
03/12/2015;Sul;23,8
03/12/2015;Nordeste;45,2
03/12/2015;Norte;0
03/12/2015;Sistema Interligado Nacional;69
04/12/2015;Sudeste/Centro-Oeste;0
04/12/2015;Sul;15,5
04/12/2015;Nordeste;29,5
04/12/2015;Norte;0
04/12/2015;Sistema Interligado Nacional;44,9
05/12/2015;Sudeste/Centro-Oeste;0
05/12/2015;Sul;18,4
05/12/2015;Nordeste;23,6
05/12/2015;Norte;0
05/12/2015;Sistema Interligado Nacional;42
06/12/2015;Sudeste/Centro-Oeste;0
06/12/2015;Sul;12,3
06/12/2015;Nordeste;27,3
06/12/2015;Norte;0
06/12/2015;Sistema Interligado Nacional;39,5
07/12/2015;Sudeste/Centro-Oeste;0
07/12/2015;Sul;3,9
07/12/2015;Nordeste;39,2
07/12/2015;Norte;0
07/12/2015;Sistema Interligado Nacional;43,1
08/12/2015;Sudeste/Centro-Oeste;0
08/12/2015;Sul;19,5
08/12/2015;Nordeste;49,7
08/12/2015;Norte;0
08/12/2015;Sistema Interligado Nacional;69,2
09/12/2015;Sudeste/Centro-Oeste;0
09/12/2015;Sul;9,5
09/12/2015;Nordeste;66,2
09/12/2015;Norte;0
09/12/2015;Sistema Interligado Nacional;75,7
10/12/2015;Sudeste/Centro-Oeste;0
10/12/2015;Sul;4,3
10/12/2015;Nordeste;65,6
10/12/2015;Norte;0
10/12/2015;Sistema Interligado Nacional;69,8
11/12/2015;Sudeste/Centro-Oeste;0
11/12/2015;Sul;11,9
11/12/2015;Nordeste;53,6
11/12/2015;Norte;0
11/12/2015;Sistema Interligado Nacional;65,5
12/12/2015;Sudeste/Centro-Oeste;0
12/12/2015;Sul;12,5
12/12/2015;Nordeste;53,1
12/12/2015;Norte;0
12/12/2015;Sistema Interligado Nacional;65,6
13/12/2015;Sudeste/Centro-Oeste;0
13/12/2015;Sul;9,6
13/12/2015;Nordeste;56,8
13/12/2015;Norte;0
13/12/2015;Sistema Interligado Nacional;66,4
14/12/2015;Sudeste/Centro-Oeste;0
14/12/2015;Sul;7,7
14/12/2015;Nordeste;68,1
14/12/2015;Norte;0
14/12/2015;Sistema Interligado Nacional;75,8
15/12/2015;Sudeste/Centro-Oeste;0
15/12/2015;Sul;15,8
15/12/2015;Nordeste;60,7
15/12/2015;Norte;0
15/12/2015;Sistema Interligado Nacional;76,5
16/12/2015;Sudeste/Centro-Oeste;0
16/12/2015;Sul;10,2
16/12/2015;Nordeste;57,9
16/12/2015;Norte;0
16/12/2015;Sistema Interligado Nacional;68,1
17/12/2015;Sudeste/Centro-Oeste;0
17/12/2015;Sul;20,5
17/12/2015;Nordeste;50,2
17/12/2015;Norte;0
17/12/2015;Sistema Interligado Nacional;70,7
18/12/2015;Sudeste/Centro-Oeste;0
18/12/2015;Sul;8,2
18/12/2015;Nordeste;55,2
18/12/2015;Norte;0
18/12/2015;Sistema Interligado Nacional;63,4
19/12/2015;Sudeste/Centro-Oeste;0
19/12/2015;Sul;8,9
19/12/2015;Nordeste;61,9
19/12/2015;Norte;0
19/12/2015;Sistema Interligado Nacional;70,8
20/12/2015;Sudeste/Centro-Oeste;0
20/12/2015;Sul;11,6
20/12/2015;Nordeste;60,4
20/12/2015;Norte;0
20/12/2015;Sistema Interligado Nacional;72
21/12/2015;Sudeste/Centro-Oeste;0
21/12/2015;Sul;27,2
21/12/2015;Nordeste;61,8
21/12/2015;Norte;0
21/12/2015;Sistema Interligado Nacional;89
22/12/2015;Sudeste/Centro-Oeste;0
22/12/2015;Sul;16,2
22/12/2015;Nordeste;65,3
22/12/2015;Norte;0
22/12/2015;Sistema Interligado Nacional;81,5
23/12/2015;Sudeste/Centro-Oeste;0
23/12/2015;Sul;6,3
23/12/2015;Nordeste;71,9
23/12/2015;Norte;0
23/12/2015;Sistema Interligado Nacional;78,2
24/12/2015;Sudeste/Centro-Oeste;0
24/12/2015;Sul;9,5
24/12/2015;Nordeste;56,2
24/12/2015;Norte;0
24/12/2015;Sistema Interligado Nacional;65,8
25/12/2015;Sudeste/Centro-Oeste;0
25/12/2015;Sul;8,9
25/12/2015;Nordeste;47,7
25/12/2015;Norte;0
25/12/2015;Sistema Interligado Nacional;56,6
26/12/2015;Sudeste/Centro-Oeste;0
26/12/2015;Sul;4,2
26/12/2015;Nordeste;59
26/12/2015;Norte;0
26/12/2015;Sistema Interligado Nacional;63,3
27/12/2015;Sudeste/Centro-Oeste;0
27/12/2015;Sul;1,4
27/12/2015;Nordeste;56,5
27/12/2015;Norte;0
27/12/2015;Sistema Interligado Nacional;57,9
28/12/2015;Sudeste/Centro-Oeste;0
28/12/2015;Sul;5,7
28/12/2015;Nordeste;39,5
28/12/2015;Norte;0
28/12/2015;Sistema Interligado Nacional;45,2
29/12/2015;Sudeste/Centro-Oeste;0
29/12/2015;Sul;18,7
29/12/2015;Nordeste;45,8
29/12/2015;Norte;0
29/12/2015;Sistema Interligado Nacional;64,5
30/12/2015;Sudeste/Centro-Oeste;0
30/12/2015;Sul;12,3
30/12/2015;Nordeste;57,2
30/12/2015;Norte;0
30/12/2015;Sistema Interligado Nacional;69,5
31/12/2015;Sudeste/Centro-Oeste;0
31/12/2015;Sul;17,8
31/12/2015;Nordeste;59,2
31/12/2015;Norte;0
31/12/2015;Sistema Interligado Nacional;77
01/01/2016;Sudeste/Centro-Oeste;0
01/01/2016;Sul;11,6
01/01/2016;Nordeste;35,8
01/01/2016;Norte;0
01/01/2016;Sistema Interligado Nacional;47,4
02/01/2016;Sudeste/Centro-Oeste;0
02/01/2016;Sul;22,7
02/01/2016;Nordeste;25
02/01/2016;Norte;0
02/01/2016;Sistema Interligado Nacional;47,7
03/01/2016;Sudeste/Centro-Oeste;0
03/01/2016;Sul;27,4
03/01/2016;Nordeste;25,6
03/01/2016;Norte;0
03/01/2016;Sistema Interligado Nacional;53,1
04/01/2016;Sudeste/Centro-Oeste;0
04/01/2016;Sul;29,8
04/01/2016;Nordeste;22,7
04/01/2016;Norte;0
04/01/2016;Sistema Interligado Nacional;52,5
05/01/2016;Sudeste/Centro-Oeste;0
05/01/2016;Sul;20,7
05/01/2016;Nordeste;20,6
05/01/2016;Norte;0
05/01/2016;Sistema Interligado Nacional;41,2
06/01/2016;Sudeste/Centro-Oeste;0
06/01/2016;Sul;11,2
06/01/2016;Nordeste;22,5
06/01/2016;Norte;0
06/01/2016;Sistema Interligado Nacional;33,6
07/01/2016;Sudeste/Centro-Oeste;0
07/01/2016;Sul;12,8
07/01/2016;Nordeste;14,7
07/01/2016;Norte;0
07/01/2016;Sistema Interligado Nacional;27,6
08/01/2016;Sudeste/Centro-Oeste;0
08/01/2016;Sul;4,3
08/01/2016;Nordeste;18,5
08/01/2016;Norte;0
08/01/2016;Sistema Interligado Nacional;22,8
09/01/2016;Sudeste/Centro-Oeste;0
09/01/2016;Sul;8,3
09/01/2016;Nordeste;24,9
09/01/2016;Norte;0
09/01/2016;Sistema Interligado Nacional;33,2
10/01/2016;Sudeste/Centro-Oeste;0
10/01/2016;Sul;11,2
10/01/2016;Nordeste;47,2
10/01/2016;Norte;0
10/01/2016;Sistema Interligado Nacional;58,4
11/01/2016;Sudeste/Centro-Oeste;0
11/01/2016;Sul;4,2
11/01/2016;Nordeste;48,4
11/01/2016;Norte;0
11/01/2016;Sistema Interligado Nacional;52,5
12/01/2016;Sudeste/Centro-Oeste;0
12/01/2016;Sul;4,3
12/01/2016;Nordeste;36,3
12/01/2016;Norte;0
12/01/2016;Sistema Interligado Nacional;40,6
13/01/2016;Sudeste/Centro-Oeste;0
13/01/2016;Sul;13,9
13/01/2016;Nordeste;23,8
13/01/2016;Norte;0
13/01/2016;Sistema Interligado Nacional;37,7
14/01/2016;Sudeste/Centro-Oeste;0
14/01/2016;Sul;13,2
14/01/2016;Nordeste;13,1
14/01/2016;Norte;0
14/01/2016;Sistema Interligado Nacional;26,3
15/01/2016;Sudeste/Centro-Oeste;0
15/01/2016;Sul;10,2
15/01/2016;Nordeste;12,9
15/01/2016;Norte;0
15/01/2016;Sistema Interligado Nacional;23,1
16/01/2016;Sudeste/Centro-Oeste;0
16/01/2016;Sul;5,4
16/01/2016;Nordeste;15,7
16/01/2016;Norte;0
16/01/2016;Sistema Interligado Nacional;21,1
17/01/2016;Sudeste/Centro-Oeste;0
17/01/2016;Sul;7,1
17/01/2016;Nordeste;12,9
17/01/2016;Norte;0
17/01/2016;Sistema Interligado Nacional;20,1
18/01/2016;Sudeste/Centro-Oeste;0
18/01/2016;Sul;9,1
18/01/2016;Nordeste;13,4
18/01/2016;Norte;0
18/01/2016;Sistema Interligado Nacional;22,6
19/01/2016;Sudeste/Centro-Oeste;0
19/01/2016;Sul;7,9
19/01/2016;Nordeste;13,5
19/01/2016;Norte;0
19/01/2016;Sistema Interligado Nacional;21,3
20/01/2016;Sudeste/Centro-Oeste;0
20/01/2016;Sul;6,8
20/01/2016;Nordeste;18,9
20/01/2016;Norte;0
20/01/2016;Sistema Interligado Nacional;25,7
21/01/2016;Sudeste/Centro-Oeste;0
21/01/2016;Sul;15,4
21/01/2016;Nordeste;22,3
21/01/2016;Norte;0
21/01/2016;Sistema Interligado Nacional;37,8
22/01/2016;Sudeste/Centro-Oeste;0
22/01/2016;Sul;25,9
22/01/2016;Nordeste;14,4
22/01/2016;Norte;0
22/01/2016;Sistema Interligado Nacional;40,3
23/01/2016;Sudeste/Centro-Oeste;0
23/01/2016;Sul;11,2
23/01/2016;Nordeste;24,1
23/01/2016;Norte;0
23/01/2016;Sistema Interligado Nacional;35,3
24/01/2016;Sudeste/Centro-Oeste;0
24/01/2016;Sul;21,4
24/01/2016;Nordeste;23
24/01/2016;Norte;0
24/01/2016;Sistema Interligado Nacional;44,5
25/01/2016;Sudeste/Centro-Oeste;0
25/01/2016;Sul;14,8
25/01/2016;Nordeste;36,1
25/01/2016;Norte;0
25/01/2016;Sistema Interligado Nacional;50,9
26/01/2016;Sudeste/Centro-Oeste;0
26/01/2016;Sul;9,3
26/01/2016;Nordeste;38,8
26/01/2016;Norte;0
26/01/2016;Sistema Interligado Nacional;48,1
27/01/2016;Sudeste/Centro-Oeste;0
27/01/2016;Sul;5,7
27/01/2016;Nordeste;42,8
27/01/2016;Norte;0
27/01/2016;Sistema Interligado Nacional;48,5
28/01/2016;Sudeste/Centro-Oeste;0
28/01/2016;Sul;21
28/01/2016;Nordeste;41,1
28/01/2016;Norte;0
28/01/2016;Sistema Interligado Nacional;62,1
29/01/2016;Sudeste/Centro-Oeste;0
29/01/2016;Sul;14,5
29/01/2016;Nordeste;59,1
29/01/2016;Norte;0
29/01/2016;Sistema Interligado Nacional;73,6
30/01/2016;Sudeste/Centro-Oeste;0
30/01/2016;Sul;9,9
30/01/2016;Nordeste;63,7
30/01/2016;Norte;0
30/01/2016;Sistema Interligado Nacional;73,6
31/01/2016;Sudeste/Centro-Oeste;0
31/01/2016;Sul;8,8
31/01/2016;Nordeste;53,6
31/01/2016;Norte;0
31/01/2016;Sistema Interligado Nacional;62,5
01/02/2016;Sudeste/Centro-Oeste;0
01/02/2016;Sul;10,1
01/02/2016;Nordeste;40,1
01/02/2016;Norte;0
01/02/2016;Sistema Interligado Nacional;50,2
02/02/2016;Sudeste/Centro-Oeste;0
02/02/2016;Sul;6
02/02/2016;Nordeste;43
02/02/2016;Norte;0
02/02/2016;Sistema Interligado Nacional;49
03/02/2016;Sudeste/Centro-Oeste;0
03/02/2016;Sul;17,6
03/02/2016;Nordeste;38,3
03/02/2016;Norte;0
03/02/2016;Sistema Interligado Nacional;55,9
04/02/2016;Sudeste/Centro-Oeste;0
04/02/2016;Sul;13
04/02/2016;Nordeste;47,4
04/02/2016;Norte;0
04/02/2016;Sistema Interligado Nacional;60,4
05/02/2016;Sudeste/Centro-Oeste;0
05/02/2016;Sul;4,9
05/02/2016;Nordeste;58
05/02/2016;Norte;0
05/02/2016;Sistema Interligado Nacional;62,9
06/02/2016;Sudeste/Centro-Oeste;0
06/02/2016;Sul;8,3
06/02/2016;Nordeste;54,9
06/02/2016;Norte;0
06/02/2016;Sistema Interligado Nacional;63,1
07/02/2016;Sudeste/Centro-Oeste;0
07/02/2016;Sul;21
07/02/2016;Nordeste;59,5
07/02/2016;Norte;0
07/02/2016;Sistema Interligado Nacional;80,5
08/02/2016;Sudeste/Centro-Oeste;0
08/02/2016;Sul;13,2
08/02/2016;Nordeste;49,6
08/02/2016;Norte;0
08/02/2016;Sistema Interligado Nacional;62,8
09/02/2016;Sudeste/Centro-Oeste;0
09/02/2016;Sul;10,3
09/02/2016;Nordeste;51,7
09/02/2016;Norte;0
09/02/2016;Sistema Interligado Nacional;62
10/02/2016;Sudeste/Centro-Oeste;0
10/02/2016;Sul;4,3
10/02/2016;Nordeste;51,4
10/02/2016;Norte;0
10/02/2016;Sistema Interligado Nacional;55,7
11/02/2016;Sudeste/Centro-Oeste;0
11/02/2016;Sul;10,6
11/02/2016;Nordeste;37,2
11/02/2016;Norte;0
11/02/2016;Sistema Interligado Nacional;47,8
12/02/2016;Sudeste/Centro-Oeste;0
12/02/2016;Sul;20,1
12/02/2016;Nordeste;17,6
12/02/2016;Norte;0
12/02/2016;Sistema Interligado Nacional;37,7
13/02/2016;Sudeste/Centro-Oeste;0
13/02/2016;Sul;10,7
13/02/2016;Nordeste;22,8
13/02/2016;Norte;0
13/02/2016;Sistema Interligado Nacional;33,4
14/02/2016;Sudeste/Centro-Oeste;0
14/02/2016;Sul;5,2
14/02/2016;Nordeste;34,5
14/02/2016;Norte;0
14/02/2016;Sistema Interligado Nacional;39,6
15/02/2016;Sudeste/Centro-Oeste;0
15/02/2016;Sul;6,3
15/02/2016;Nordeste;37,8
15/02/2016;Norte;0
15/02/2016;Sistema Interligado Nacional;44
16/02/2016;Sudeste/Centro-Oeste;0
16/02/2016;Sul;24,4
16/02/2016;Nordeste;67
16/02/2016;Norte;0
16/02/2016;Sistema Interligado Nacional;91,4
17/02/2016;Sudeste/Centro-Oeste;0
17/02/2016;Sul;20,3
17/02/2016;Nordeste;68,9
17/02/2016;Norte;0
17/02/2016;Sistema Interligado Nacional;89,2
18/02/2016;Sudeste/Centro-Oeste;0
18/02/2016;Sul;6,8
18/02/2016;Nordeste;38,1
18/02/2016;Norte;0
18/02/2016;Sistema Interligado Nacional;44,9
19/02/2016;Sudeste/Centro-Oeste;0
19/02/2016;Sul;4,8
19/02/2016;Nordeste;47,3
19/02/2016;Norte;0
19/02/2016;Sistema Interligado Nacional;52,1
20/02/2016;Sudeste/Centro-Oeste;0
20/02/2016;Sul;8,1
20/02/2016;Nordeste;53,3
20/02/2016;Norte;0
20/02/2016;Sistema Interligado Nacional;61,4
21/02/2016;Sudeste/Centro-Oeste;0
21/02/2016;Sul;13,6
21/02/2016;Nordeste;64,1
21/02/2016;Norte;0
21/02/2016;Sistema Interligado Nacional;77,7
22/02/2016;Sudeste/Centro-Oeste;0
