Data;Sistema;GWh
22/02/2016;Sul;12,8
22/02/2016;Nordeste;65,1
22/02/2016;Norte;0
22/02/2016;Sistema Interligado Nacional;77,9
23/02/2016;Sudeste/Centro-Oeste;0
23/02/2016;Sul;3,5
23/02/2016;Nordeste;58
23/02/2016;Norte;0
23/02/2016;Sistema Interligado Nacional;61,4
24/02/2016;Sudeste/Centro-Oeste;0
24/02/2016;Sul;2,9
24/02/2016;Nordeste;54,3
24/02/2016;Norte;0
24/02/2016;Sistema Interligado Nacional;57,2
25/02/2016;Sudeste/Centro-Oeste;0
25/02/2016;Sul;5,7
25/02/2016;Nordeste;64,3
25/02/2016;Norte;0
25/02/2016;Sistema Interligado Nacional;70
26/02/2016;Sudeste/Centro-Oeste;0
26/02/2016;Sul;6,1
26/02/2016;Nordeste;62,1
26/02/2016;Norte;0
26/02/2016;Sistema Interligado Nacional;68,2
27/02/2016;Sudeste/Centro-Oeste;0
27/02/2016;Sul;13,1
27/02/2016;Nordeste;66
27/02/2016;Norte;0
27/02/2016;Sistema Interligado Nacional;79
28/02/2016;Sudeste/Centro-Oeste;0
28/02/2016;Sul;3,7
28/02/2016;Nordeste;62,8
28/02/2016;Norte;0
28/02/2016;Sistema Interligado Nacional;66,5
29/02/2016;Sudeste/Centro-Oeste;0
29/02/2016;Sul;4,4
29/02/2016;Nordeste;61,9
29/02/2016;Norte;0
29/02/2016;Sistema Interligado Nacional;66,3
01/03/2016;Sudeste/Centro-Oeste;0
01/03/2016;Sul;14,5
01/03/2016;Nordeste;75,5
01/03/2016;Norte;0
01/03/2016;Sistema Interligado Nacional;90
02/03/2016;Sudeste/Centro-Oeste;0
02/03/2016;Sul;22,9
02/03/2016;Nordeste;62,8
02/03/2016;Norte;0
02/03/2016;Sistema Interligado Nacional;85,8
03/03/2016;Sudeste/Centro-Oeste;0
03/03/2016;Sul;24,5
03/03/2016;Nordeste;38
03/03/2016;Norte;0
03/03/2016;Sistema Interligado Nacional;62,5
04/03/2016;Sudeste/Centro-Oeste;0
04/03/2016;Sul;6,5
04/03/2016;Nordeste;37,9
04/03/2016;Norte;0
04/03/2016;Sistema Interligado Nacional;44,3
05/03/2016;Sudeste/Centro-Oeste;0
05/03/2016;Sul;4,3
05/03/2016;Nordeste;47,7
05/03/2016;Norte;0
05/03/2016;Sistema Interligado Nacional;51,9
06/03/2016;Sudeste/Centro-Oeste;0
06/03/2016;Sul;7
06/03/2016;Nordeste;59,9
06/03/2016;Norte;0
06/03/2016;Sistema Interligado Nacional;66,9
07/03/2016;Sudeste/Centro-Oeste;0
07/03/2016;Sul;3,8
07/03/2016;Nordeste;55,8
07/03/2016;Norte;0
07/03/2016;Sistema Interligado Nacional;59,6
08/03/2016;Sudeste/Centro-Oeste;0
08/03/2016;Sul;8,5
08/03/2016;Nordeste;52,1
08/03/2016;Norte;0
08/03/2016;Sistema Interligado Nacional;60,6
09/03/2016;Sudeste/Centro-Oeste;0
09/03/2016;Sul;7
09/03/2016;Nordeste;47,7
09/03/2016;Norte;0
09/03/2016;Sistema Interligado Nacional;54,7
10/03/2016;Sudeste/Centro-Oeste;0
10/03/2016;Sul;12
10/03/2016;Nordeste;43,6
10/03/2016;Norte;0
10/03/2016;Sistema Interligado Nacional;55,6
11/03/2016;Sudeste/Centro-Oeste;0
11/03/2016;Sul;21,5
11/03/2016;Nordeste;27,6
11/03/2016;Norte;0
11/03/2016;Sistema Interligado Nacional;49,1
12/03/2016;Sudeste/Centro-Oeste;0
12/03/2016;Sul;12,8
12/03/2016;Nordeste;32,2
12/03/2016;Norte;0
12/03/2016;Sistema Interligado Nacional;44,9
13/03/2016;Sudeste/Centro-Oeste;0
13/03/2016;Sul;8,6
13/03/2016;Nordeste;52,3
13/03/2016;Norte;0
13/03/2016;Sistema Interligado Nacional;60,9
14/03/2016;Sudeste/Centro-Oeste;0
14/03/2016;Sul;12,5
14/03/2016;Nordeste;60,6
14/03/2016;Norte;0
14/03/2016;Sistema Interligado Nacional;73,1
15/03/2016;Sudeste/Centro-Oeste;0
15/03/2016;Sul;15,7
15/03/2016;Nordeste;50,1
15/03/2016;Norte;0
15/03/2016;Sistema Interligado Nacional;65,8
16/03/2016;Sudeste/Centro-Oeste;0
16/03/2016;Sul;9,4
16/03/2016;Nordeste;61,3
16/03/2016;Norte;0
16/03/2016;Sistema Interligado Nacional;70,7
17/03/2016;Sudeste/Centro-Oeste;0
17/03/2016;Sul;9,6
17/03/2016;Nordeste;53,5
17/03/2016;Norte;0
17/03/2016;Sistema Interligado Nacional;63,1
18/03/2016;Sudeste/Centro-Oeste;0
18/03/2016;Sul;11,3
18/03/2016;Nordeste;51,2
18/03/2016;Norte;0
18/03/2016;Sistema Interligado Nacional;62,6
19/03/2016;Sudeste/Centro-Oeste;0
19/03/2016;Sul;18,1
19/03/2016;Nordeste;53,1
19/03/2016;Norte;0
19/03/2016;Sistema Interligado Nacional;71,2
20/03/2016;Sudeste/Centro-Oeste;0
20/03/2016;Sul;13,2
20/03/2016;Nordeste;49,7
20/03/2016;Norte;0
20/03/2016;Sistema Interligado Nacional;62,9
21/03/2016;Sudeste/Centro-Oeste;0
21/03/2016;Sul;10
21/03/2016;Nordeste;40,4
21/03/2016;Norte;0
21/03/2016;Sistema Interligado Nacional;50,5
22/03/2016;Sudeste/Centro-Oeste;0
22/03/2016;Sul;14,1
22/03/2016;Nordeste;43,1
22/03/2016;Norte;0
22/03/2016;Sistema Interligado Nacional;57,2
23/03/2016;Sudeste/Centro-Oeste;0
23/03/2016;Sul;4,5
23/03/2016;Nordeste;47,2
23/03/2016;Norte;0
23/03/2016;Sistema Interligado Nacional;51,6
24/03/2016;Sudeste/Centro-Oeste;0
24/03/2016;Sul;12
24/03/2016;Nordeste;39,1
24/03/2016;Norte;0
24/03/2016;Sistema Interligado Nacional;51
25/03/2016;Sudeste/Centro-Oeste;0
25/03/2016;Sul;25,6
25/03/2016;Nordeste;54,9
25/03/2016;Norte;0
25/03/2016;Sistema Interligado Nacional;80,5
26/03/2016;Sudeste/Centro-Oeste;0
26/03/2016;Sul;26,3
26/03/2016;Nordeste;56,8
26/03/2016;Norte;0
26/03/2016;Sistema Interligado Nacional;83,1
27/03/2016;Sudeste/Centro-Oeste;0
27/03/2016;Sul;10,9
27/03/2016;Nordeste;66,1
27/03/2016;Norte;0
27/03/2016;Sistema Interligado Nacional;76,9
28/03/2016;Sudeste/Centro-Oeste;0
28/03/2016;Sul;10,2
28/03/2016;Nordeste;63,9
28/03/2016;Norte;0
28/03/2016;Sistema Interligado Nacional;74,1
29/03/2016;Sudeste/Centro-Oeste;0
29/03/2016;Sul;6,3
29/03/2016;Nordeste;43,2
29/03/2016;Norte;0
29/03/2016;Sistema Interligado Nacional;49,5
30/03/2016;Sudeste/Centro-Oeste;0
30/03/2016;Sul;1,8
30/03/2016;Nordeste;33,3
30/03/2016;Norte;0
30/03/2016;Sistema Interligado Nacional;35,1
31/03/2016;Sudeste/Centro-Oeste;0
31/03/2016;Sul;5,1
31/03/2016;Nordeste;60,8
31/03/2016;Norte;0
31/03/2016;Sistema Interligado Nacional;65,8
01/04/2016;Sudeste/Centro-Oeste;0
01/04/2016;Sul;10,8
01/04/2016;Nordeste;54,6
01/04/2016;Norte;0
01/04/2016;Sistema Interligado Nacional;65,5
02/04/2016;Sudeste/Centro-Oeste;0
02/04/2016;Sul;10,3
02/04/2016;Nordeste;42
02/04/2016;Norte;0
02/04/2016;Sistema Interligado Nacional;52,3
03/04/2016;Sudeste/Centro-Oeste;0
03/04/2016;Sul;9,2
03/04/2016;Nordeste;38,1
03/04/2016;Norte;0
03/04/2016;Sistema Interligado Nacional;47,2
04/04/2016;Sudeste/Centro-Oeste;0
04/04/2016;Sul;16,5
04/04/2016;Nordeste;34,1
04/04/2016;Norte;0
04/04/2016;Sistema Interligado Nacional;50,5
05/04/2016;Sudeste/Centro-Oeste;0
05/04/2016;Sul;11,4
05/04/2016;Nordeste;52,5
05/04/2016;Norte;0
05/04/2016;Sistema Interligado Nacional;63,9
06/04/2016;Sudeste/Centro-Oeste;0
06/04/2016;Sul;7,5
06/04/2016;Nordeste;50,7
06/04/2016;Norte;0
06/04/2016;Sistema Interligado Nacional;58,2
07/04/2016;Sudeste/Centro-Oeste;0
07/04/2016;Sul;4,8
07/04/2016;Nordeste;45
07/04/2016;Norte;0
07/04/2016;Sistema Interligado Nacional;49,8
08/04/2016;Sudeste/Centro-Oeste;0
08/04/2016;Sul;3,9
08/04/2016;Nordeste;36
08/04/2016;Norte;0
08/04/2016;Sistema Interligado Nacional;39,9
09/04/2016;Sudeste/Centro-Oeste;0
09/04/2016;Sul;4,5
09/04/2016;Nordeste;45,2
09/04/2016;Norte;0
09/04/2016;Sistema Interligado Nacional;49,7
10/04/2016;Sudeste/Centro-Oeste;0
10/04/2016;Sul;13,4
10/04/2016;Nordeste;53,4
10/04/2016;Norte;0
10/04/2016;Sistema Interligado Nacional;66,8
11/04/2016;Sudeste/Centro-Oeste;0
11/04/2016;Sul;17,6
11/04/2016;Nordeste;55,9
11/04/2016;Norte;0
11/04/2016;Sistema Interligado Nacional;73,5
12/04/2016;Sudeste/Centro-Oeste;0
12/04/2016;Sul;22
12/04/2016;Nordeste;70,3
12/04/2016;Norte;0
12/04/2016;Sistema Interligado Nacional;92,3
13/04/2016;Sudeste/Centro-Oeste;0
13/04/2016;Sul;22
13/04/2016;Nordeste;61,1
13/04/2016;Norte;0
13/04/2016;Sistema Interligado Nacional;83,2
14/04/2016;Sudeste/Centro-Oeste;0
14/04/2016;Sul;6,1
14/04/2016;Nordeste;55,1
14/04/2016;Norte;0
14/04/2016;Sistema Interligado Nacional;61,3
15/04/2016;Sudeste/Centro-Oeste;0
15/04/2016;Sul;20,4
15/04/2016;Nordeste;58,5
15/04/2016;Norte;0
15/04/2016;Sistema Interligado Nacional;78,9
16/04/2016;Sudeste/Centro-Oeste;0
16/04/2016;Sul;14,1
16/04/2016;Nordeste;67,2
16/04/2016;Norte;0
16/04/2016;Sistema Interligado Nacional;81,3
17/04/2016;Sudeste/Centro-Oeste;0
17/04/2016;Sul;8,8
17/04/2016;Nordeste;75,8
17/04/2016;Norte;0
17/04/2016;Sistema Interligado Nacional;84,5
18/04/2016;Sudeste/Centro-Oeste;0
18/04/2016;Sul;12,2
18/04/2016;Nordeste;87,7
18/04/2016;Norte;0
18/04/2016;Sistema Interligado Nacional;100
19/04/2016;Sudeste/Centro-Oeste;0
19/04/2016;Sul;16,9
19/04/2016;Nordeste;84,7
19/04/2016;Norte;0
19/04/2016;Sistema Interligado Nacional;101,7
20/04/2016;Sudeste/Centro-Oeste;0
20/04/2016;Sul;6
20/04/2016;Nordeste;89,4
20/04/2016;Norte;0
20/04/2016;Sistema Interligado Nacional;95,4
21/04/2016;Sudeste/Centro-Oeste;0
21/04/2016;Sul;10,5
21/04/2016;Nordeste;76,5
21/04/2016;Norte;0
21/04/2016;Sistema Interligado Nacional;87
22/04/2016;Sudeste/Centro-Oeste;0
22/04/2016;Sul;15,1
22/04/2016;Nordeste;56,8
22/04/2016;Norte;0
22/04/2016;Sistema Interligado Nacional;71,9
23/04/2016;Sudeste/Centro-Oeste;0
23/04/2016;Sul;16,3
23/04/2016;Nordeste;77
23/04/2016;Norte;0
23/04/2016;Sistema Interligado Nacional;93,3
24/04/2016;Sudeste/Centro-Oeste;0
24/04/2016;Sul;11,1
24/04/2016;Nordeste;75,6
24/04/2016;Norte;0
24/04/2016;Sistema Interligado Nacional;86,8
25/04/2016;Sudeste/Centro-Oeste;0
25/04/2016;Sul;22,7
25/04/2016;Nordeste;71,6
25/04/2016;Norte;0
25/04/2016;Sistema Interligado Nacional;94,3
26/04/2016;Sudeste/Centro-Oeste;0
26/04/2016;Sul;25,5
26/04/2016;Nordeste;60,3
26/04/2016;Norte;0
26/04/2016;Sistema Interligado Nacional;85,8
27/04/2016;Sudeste/Centro-Oeste;0
27/04/2016;Sul;29,1
27/04/2016;Nordeste;60,6
27/04/2016;Norte;0
27/04/2016;Sistema Interligado Nacional;89,7
28/04/2016;Sudeste/Centro-Oeste;0
28/04/2016;Sul;21
28/04/2016;Nordeste;73,9
28/04/2016;Norte;0
28/04/2016;Sistema Interligado Nacional;94,9
29/04/2016;Sudeste/Centro-Oeste;0
29/04/2016;Sul;11,8
29/04/2016;Nordeste;72,2
29/04/2016;Norte;0
29/04/2016;Sistema Interligado Nacional;84
30/04/2016;Sudeste/Centro-Oeste;0
30/04/2016;Sul;20,5
30/04/2016;Nordeste;66,8
30/04/2016;Norte;0
30/04/2016;Sistema Interligado Nacional;87,3
01/05/2016;Sudeste/Centro-Oeste;0
01/05/2016;Sul;6
01/05/2016;Nordeste;41,4
01/05/2016;Norte;0
01/05/2016;Sistema Interligado Nacional;47,4
02/05/2016;Sudeste/Centro-Oeste;0
02/05/2016;Sul;2,3
02/05/2016;Nordeste;62,2
02/05/2016;Norte;0
02/05/2016;Sistema Interligado Nacional;64,6
03/05/2016;Sudeste/Centro-Oeste;0
03/05/2016;Sul;4,3
03/05/2016;Nordeste;66,5
03/05/2016;Norte;0
03/05/2016;Sistema Interligado Nacional;70,8
04/05/2016;Sudeste/Centro-Oeste;0
04/05/2016;Sul;3,1
04/05/2016;Nordeste;64,7
04/05/2016;Norte;0
04/05/2016;Sistema Interligado Nacional;67,8
05/05/2016;Sudeste/Centro-Oeste;0
05/05/2016;Sul;4
05/05/2016;Nordeste;55,2
05/05/2016;Norte;0
05/05/2016;Sistema Interligado Nacional;59,1
06/05/2016;Sudeste/Centro-Oeste;0
06/05/2016;Sul;6,8
06/05/2016;Nordeste;67,9
06/05/2016;Norte;0
06/05/2016;Sistema Interligado Nacional;74,8
07/05/2016;Sudeste/Centro-Oeste;0
07/05/2016;Sul;6,8
07/05/2016;Nordeste;80,4
07/05/2016;Norte;0
07/05/2016;Sistema Interligado Nacional;87,2
08/05/2016;Sudeste/Centro-Oeste;0
08/05/2016;Sul;11,5
08/05/2016;Nordeste;73,5
08/05/2016;Norte;0
08/05/2016;Sistema Interligado Nacional;85
09/05/2016;Sudeste/Centro-Oeste;0
09/05/2016;Sul;7,1
09/05/2016;Nordeste;64,8
09/05/2016;Norte;0
09/05/2016;Sistema Interligado Nacional;71,9
10/05/2016;Sudeste/Centro-Oeste;0
10/05/2016;Sul;10,4
10/05/2016;Nordeste;57,4
10/05/2016;Norte;0
10/05/2016;Sistema Interligado Nacional;67,8
11/05/2016;Sudeste/Centro-Oeste;0
11/05/2016;Sul;11,2
11/05/2016;Nordeste;35,6
11/05/2016;Norte;0
11/05/2016;Sistema Interligado Nacional;46,8
12/05/2016;Sudeste/Centro-Oeste;0
12/05/2016;Sul;6,9
12/05/2016;Nordeste;45,3
12/05/2016;Norte;0
12/05/2016;Sistema Interligado Nacional;52,2
13/05/2016;Sudeste/Centro-Oeste;0
13/05/2016;Sul;5
13/05/2016;Nordeste;42
13/05/2016;Norte;0
13/05/2016;Sistema Interligado Nacional;47
14/05/2016;Sudeste/Centro-Oeste;0
14/05/2016;Sul;14,5
14/05/2016;Nordeste;63
14/05/2016;Norte;0
14/05/2016;Sistema Interligado Nacional;77,5
15/05/2016;Sudeste/Centro-Oeste;0
15/05/2016;Sul;18,8
15/05/2016;Nordeste;75,8
15/05/2016;Norte;0
15/05/2016;Sistema Interligado Nacional;94,6
16/05/2016;Sudeste/Centro-Oeste;0
16/05/2016;Sul;30,3
16/05/2016;Nordeste;63,1
16/05/2016;Norte;0
16/05/2016;Sistema Interligado Nacional;93,4
17/05/2016;Sudeste/Centro-Oeste;0
17/05/2016;Sul;26,3
17/05/2016;Nordeste;43,2
17/05/2016;Norte;0
17/05/2016;Sistema Interligado Nacional;69,5
18/05/2016;Sudeste/Centro-Oeste;0
18/05/2016;Sul;15,5
18/05/2016;Nordeste;57,8
18/05/2016;Norte;0
18/05/2016;Sistema Interligado Nacional;73,2
19/05/2016;Sudeste/Centro-Oeste;0
19/05/2016;Sul;5,4
19/05/2016;Nordeste;88,2
19/05/2016;Norte;0
19/05/2016;Sistema Interligado Nacional;93,6
20/05/2016;Sudeste/Centro-Oeste;0
20/05/2016;Sul;9,2
20/05/2016;Nordeste;84,8
20/05/2016;Norte;0
20/05/2016;Sistema Interligado Nacional;94
21/05/2016;Sudeste/Centro-Oeste;0
21/05/2016;Sul;14
21/05/2016;Nordeste;63,5
21/05/2016;Norte;0
21/05/2016;Sistema Interligado Nacional;77,5
22/05/2016;Sudeste/Centro-Oeste;0
22/05/2016;Sul;13,4
22/05/2016;Nordeste;65,6
22/05/2016;Norte;0
22/05/2016;Sistema Interligado Nacional;78,9
23/05/2016;Sudeste/Centro-Oeste;0
23/05/2016;Sul;15,1
23/05/2016;Nordeste;44,1
23/05/2016;Norte;0
23/05/2016;Sistema Interligado Nacional;59,3
24/05/2016;Sudeste/Centro-Oeste;0
24/05/2016;Sul;5,5
24/05/2016;Nordeste;44,7
24/05/2016;Norte;0
24/05/2016;Sistema Interligado Nacional;50,2
25/05/2016;Sudeste/Centro-Oeste;0
25/05/2016;Sul;11,8
25/05/2016;Nordeste;81,5
25/05/2016;Norte;0
25/05/2016;Sistema Interligado Nacional;93,3
26/05/2016;Sudeste/Centro-Oeste;0
26/05/2016;Sul;7
26/05/2016;Nordeste;75,7
26/05/2016;Norte;0
26/05/2016;Sistema Interligado Nacional;82,7
27/05/2016;Sudeste/Centro-Oeste;0
27/05/2016;Sul;11,2
27/05/2016;Nordeste;56,2
27/05/2016;Norte;0
27/05/2016;Sistema Interligado Nacional;67,4
28/05/2016;Sudeste/Centro-Oeste;0
28/05/2016;Sul;20
28/05/2016;Nordeste;70,1
28/05/2016;Norte;0
28/05/2016;Sistema Interligado Nacional;90,1
29/05/2016;Sudeste/Centro-Oeste;0
29/05/2016;Sul;24,2
29/05/2016;Nordeste;61,1
29/05/2016;Norte;0
29/05/2016;Sistema Interligado Nacional;85,3
30/05/2016;Sudeste/Centro-Oeste;0
30/05/2016;Sul;13,8
30/05/2016;Nordeste;45,5
30/05/2016;Norte;0
30/05/2016;Sistema Interligado Nacional;59,3
31/05/2016;Sudeste/Centro-Oeste;0
31/05/2016;Sul;16,3
31/05/2016;Nordeste;57,1
31/05/2016;Norte;0
31/05/2016;Sistema Interligado Nacional;73,5
01/06/2016;Sudeste/Centro-Oeste;0
01/06/2016;Sul;16,2
01/06/2016;Nordeste;64,4
01/06/2016;Norte;0
01/06/2016;Sistema Interligado Nacional;80,6
02/06/2016;Sudeste/Centro-Oeste;0
02/06/2016;Sul;15,4
02/06/2016;Nordeste;52,9
02/06/2016;Norte;0
02/06/2016;Sistema Interligado Nacional;68,3
03/06/2016;Sudeste/Centro-Oeste;0
03/06/2016;Sul;17,3
03/06/2016;Nordeste;35,4
03/06/2016;Norte;0
03/06/2016;Sistema Interligado Nacional;52,7
04/06/2016;Sudeste/Centro-Oeste;0
04/06/2016;Sul;5,6
04/06/2016;Nordeste;50,5
04/06/2016;Norte;0
04/06/2016;Sistema Interligado Nacional;56,1
05/06/2016;Sudeste/Centro-Oeste;0
05/06/2016;Sul;7
05/06/2016;Nordeste;59,2
05/06/2016;Norte;0
05/06/2016;Sistema Interligado Nacional;66,2
06/06/2016;Sudeste/Centro-Oeste;0
06/06/2016;Sul;7,2
06/06/2016;Nordeste;38,2
06/06/2016;Norte;0
06/06/2016;Sistema Interligado Nacional;45,4
07/06/2016;Sudeste/Centro-Oeste;0
07/06/2016;Sul;26,9
07/06/2016;Nordeste;34,1
07/06/2016;Norte;0
07/06/2016;Sistema Interligado Nacional;61,1
08/06/2016;Sudeste/Centro-Oeste;0
08/06/2016;Sul;30,9
08/06/2016;Nordeste;38,5
08/06/2016;Norte;0
08/06/2016;Sistema Interligado Nacional;69,4
09/06/2016;Sudeste/Centro-Oeste;0
09/06/2016;Sul;20
09/06/2016;Nordeste;41,2
09/06/2016;Norte;0
09/06/2016;Sistema Interligado Nacional;61,2
10/06/2016;Sudeste/Centro-Oeste;0
10/06/2016;Sul;27,2
10/06/2016;Nordeste;47,2
10/06/2016;Norte;0
10/06/2016;Sistema Interligado Nacional;74,4
11/06/2016;Sudeste/Centro-Oeste;0
11/06/2016;Sul;29,1
11/06/2016;Nordeste;38,7
11/06/2016;Norte;0
11/06/2016;Sistema Interligado Nacional;67,9
12/06/2016;Sudeste/Centro-Oeste;0
12/06/2016;Sul;17,7
12/06/2016;Nordeste;59,7
12/06/2016;Norte;0
12/06/2016;Sistema Interligado Nacional;77,4
13/06/2016;Sudeste/Centro-Oeste;0
13/06/2016;Sul;6,4
13/06/2016;Nordeste;75,4
13/06/2016;Norte;0
13/06/2016;Sistema Interligado Nacional;81,8
14/06/2016;Sudeste/Centro-Oeste;0
14/06/2016;Sul;6
14/06/2016;Nordeste;82,9
14/06/2016;Norte;0
14/06/2016;Sistema Interligado Nacional;88,9
15/06/2016;Sudeste/Centro-Oeste;0
15/06/2016;Sul;1
15/06/2016;Nordeste;82,9
15/06/2016;Norte;0
15/06/2016;Sistema Interligado Nacional;83,9
16/06/2016;Sudeste/Centro-Oeste;0
16/06/2016;Sul;2,2
16/06/2016;Nordeste;82,9
16/06/2016;Norte;0
16/06/2016;Sistema Interligado Nacional;85,1
17/06/2016;Sudeste/Centro-Oeste;0
17/06/2016;Sul;5,2
17/06/2016;Nordeste;73,5
17/06/2016;Norte;0
17/06/2016;Sistema Interligado Nacional;78,7
18/06/2016;Sudeste/Centro-Oeste;0
18/06/2016;Sul;1,5
18/06/2016;Nordeste;77,3
18/06/2016;Norte;0
18/06/2016;Sistema Interligado Nacional;78,8
19/06/2016;Sudeste/Centro-Oeste;0
19/06/2016;Sul;6,1
19/06/2016;Nordeste;85,9
19/06/2016;Norte;0
19/06/2016;Sistema Interligado Nacional;91,9
20/06/2016;Sudeste/Centro-Oeste;0
20/06/2016;Sul;7,6
20/06/2016;Nordeste;89,4
20/06/2016;Norte;0
20/06/2016;Sistema Interligado Nacional;97
21/06/2016;Sudeste/Centro-Oeste;0
21/06/2016;Sul;11
21/06/2016;Nordeste;85,1
21/06/2016;Norte;0
21/06/2016;Sistema Interligado Nacional;96,2
22/06/2016;Sudeste/Centro-Oeste;0
22/06/2016;Sul;12
22/06/2016;Nordeste;92,7
22/06/2016;Norte;0
22/06/2016;Sistema Interligado Nacional;104,7
23/06/2016;Sudeste/Centro-Oeste;0
23/06/2016;Sul;1,7
23/06/2016;Nordeste;77
23/06/2016;Norte;0
23/06/2016;Sistema Interligado Nacional;78,6
24/06/2016;Sudeste/Centro-Oeste;0
24/06/2016;Sul;9,2
24/06/2016;Nordeste;88,3
24/06/2016;Norte;0
24/06/2016;Sistema Interligado Nacional;97,5
25/06/2016;Sudeste/Centro-Oeste;0
25/06/2016;Sul;14,5
25/06/2016;Nordeste;99,8
25/06/2016;Norte;0
25/06/2016;Sistema Interligado Nacional;114,2
26/06/2016;Sudeste/Centro-Oeste;0
26/06/2016;Sul;8,4
26/06/2016;Nordeste;97,8
26/06/2016;Norte;0
26/06/2016;Sistema Interligado Nacional;106,3
27/06/2016;Sudeste/Centro-Oeste;0
27/06/2016;Sul;7,9
27/06/2016;Nordeste;93,7
27/06/2016;Norte;0
27/06/2016;Sistema Interligado Nacional;101,6
28/06/2016;Sudeste/Centro-Oeste;0
28/06/2016;Sul;3
28/06/2016;Nordeste;98,2
28/06/2016;Norte;0
28/06/2016;Sistema Interligado Nacional;101,2
29/06/2016;Sudeste/Centro-Oeste;0
29/06/2016;Sul;3,3
29/06/2016;Nordeste;101,2
29/06/2016;Norte;0
29/06/2016;Sistema Interligado Nacional;104,5
30/06/2016;Sudeste/Centro-Oeste;0
30/06/2016;Sul;6,5
30/06/2016;Nordeste;109,5
30/06/2016;Norte;0
30/06/2016;Sistema Interligado Nacional;116,1
01/07/2016;Sudeste/Centro-Oeste;0
01/07/2016;Sul;4,2
01/07/2016;Nordeste;102,3
01/07/2016;Norte;0
01/07/2016;Sistema Interligado Nacional;106,5
02/07/2016;Sudeste/Centro-Oeste;0
02/07/2016;Sul;4,9
02/07/2016;Nordeste;100,7
02/07/2016;Norte;0
02/07/2016;Sistema Interligado Nacional;105,7
03/07/2016;Sudeste/Centro-Oeste;0
03/07/2016;Sul;11,8
03/07/2016;Nordeste;99,5
03/07/2016;Norte;0
