Data;Usina;Programado (MWmed);Verificado (MWmed);Desvio %
13/01/2017;
20/01/2017;CURUA-UNA;20,5;20,4;-0,44
20/01/2017;ESTREITO;328,8;330,2;0,43
20/01/2017;FERREI.GOMES;59,0;72,7;23,22
20/01/2017;PCH CELPA;0,0;0,0;0,00
20/01/2017;PCH CELTINS;0,0;0,0;0,00
20/01/2017;PCH CERON;0,0;0,0;0,00
20/01/2017;PCH ENORTE;0,0;0,0;0,00
20/01/2017;STO.ANT.JARI;90,7;78,9;-13,07
20/01/2017;UHE BALBINA;60,0;61,4;2,35
20/01/2017;US. TUCURUI;2.466,2;2.300,4;-6,72
20/01/2017;US.COA.NUNES;72,0;66,6;-7,47
20/01/2017;CONJUNTO HIDRELETRICO BARREIRAS;32,1;38,7;20,39
20/01/2017;ITAPEBI US;68,4;71,2;4,06
20/01/2017;P.DO CAVALO;2,5;2,7;6,80
20/01/2017;PCH CHESF;0,0;0,0;0,00
20/01/2017;PCH COELBA;0,0;0,0;0,00
20/01/2017;PCH S.GRANDE;11,1;11,1;0,00
20/01/2017;U. A. SALES;0,0;1,8;0,00
20/01/2017;U.SOBRADINHO;235,9;236,9;0,44
20/01/2017;UB.ESPERANCA;92,0;95,7;4,04
20/01/2017;US. L.GONZAGA;301,6;307,8;2,06
20/01/2017;USINA PA-I;0,0;0,0;0,00
20/01/2017;USINA PA-II;0,0;0,0;0,00
20/01/2017;USINA PA-III;0,0;0,0;0,00
20/01/2017;USINA PA-IV;687,4;671,1;-2,38
20/01/2017;USINA XINGO;784,0;802,8;2,40
20/01/2017;ITAIPU 50 HZ;4.243,9;4.300,3;1,33
20/01/2017;14 DE JULHO;57,2;47,4;-17,13
20/01/2017;ALZIR SANTOS;44,0;37,3;-15,30
20/01/2017;BENTO MUNHOZ;912,6;981,1;7,50
20/01/2017;CASTRO ALVES;88,3;85,1;-3,64
20/01/2017;CONJUNTO HIDRELETRICO BOCA DO MONTE;14,8;18,3;23,46
20/01/2017;CONJUNTO HIDRELETRICO LAJEADO GRANDE;61,4;54,1;-11,95
20/01/2017;FUNDAO;115,0;100,3;-12,77
20/01/2017;G.JOSE RICHA;1.005,0;994,6;-1,03
20/01/2017;ITAUBA;286,1;286,2;0,03
20/01/2017;JACUI;155,9;153,0;-1,84
20/01/2017;NEY BRAGA;1.076,9;1.050,6;-2,44
20/01/2017;PASSO REAL;120,5;121,2;0,56
20/01/2017;PASSO S JOAO;77,0;76,2;-1,05
20/01/2017;PCH ANGELINA;21,0;21,0;0,00
20/01/2017;PCH BLUMENAU;51,6;51,6;0,00
20/01/2017;PCH CANASTRA;26,5;26,9;1,55
20/01/2017;PCH CEEE;13,0;22,2;70,62
20/01/2017;PCH CELESC;188,0;188,0;-0,01
20/01/2017;PCH CHOPIM;28,0;28,0;0,00
20/01/2017;PCH COPEL;88,9;88,9;0,00
20/01/2017;PCH CURITIBA;26,0;26,0;0,00
20/01/2017;PCH LUDESA;10,0;10,0;0,00
20/01/2017;PCH PBRANCO;140,0;140,0;0,00
20/01/2017;PCH PFUNDO;0,0;0,0;0,00
20/01/2017;PCH RGE;0,0;112,8;0,00
20/01/2017;PCH TAQUARA;11,0;0,0;-100,00
20/01/2017;PCH XANXERE;26,8;26,8;-0,04
20/01/2017;SALTO PILAO;152,2;166,5;9,36
20/01/2017;SAO JOSE;51,0;49,7;-2,47
20/01/2017;STA. CLARA PR;102,0;92,6;-9,25
20/01/2017;U.BARRAGRANDE;522,5;554,6;6,14
20/01/2017;U.C NOVOS;873,5;856,4;-1,96
20/01/2017;U.D.FRANCISCA;125,0;118,6;-5,14
20/01/2017;U.FOZ CHAPECO;627,4;628,6;0,20
20/01/2017;U.ITA;1.264,5;1.276,1;0,91
20/01/2017;U.MACHADINHO;857,0;850,9;-0,71
20/01/2017;U.MONTE CLARO;72,9;59,4;-18,52
20/01/2017;U.PASSO FUNDO;110,0;115,1;4,63
20/01/2017;U.QUEB.QUEIXO;88,2;87,5;-0,76
20/01/2017;U.S.OSORIO;849,1;859,3;1,20
20/01/2017;U.S.SANTIAGO;1.056,9;1.045,3;-1,10
20/01/2017;UHE GARIBALDI;140,3;137,4;-2,07
20/01/2017;UHE JAYME CANET;282,3;303,3;7,45
20/01/2017;USI PAR.SOUZA;167,0;189,9;13,72
20/01/2017;AGUA VERMELHA;718,4;731,0;1,75
20/01/2017;AIMORES;109,9;113,9;3,68
20/01/2017;ALTO SUCURIU;23,7;23,7;0,00
20/01/2017;AMADORAGUIAR1;125,9;132,0;4,81
20/01/2017;AMADORAGUIAR2;106,9;117,1;9,56
20/01/2017;BAGUARI;62,9;71,0;12,95
20/01/2017;BARIRI;102,7;105,7;2,96
20/01/2017;BARRA BONITA;66,1;67,4;1,97
20/01/2017;BATALHA;10,0;10,1;0,50
20/01/2017;C. DOURADA;364,0;274,4;-24,62
20/01/2017;CACONDE;28,0;27,6;-1,36
20/01/2017;CAMARGOS;31,8;31,4;-1,10
20/01/2017;CANA BRAVA;146,2;147,6;0,92
20/01/2017;CANOAS I;80,0;79,2;-0,99
20/01/2017;CANOAS II;70,0;68,6;-2,03
20/01/2017;CAPIVARA;388,6;399,6;2,83
20/01/2017;CHAVANTES;372,9;373,8;0,26
20/01/2017;CONJUNTO HIDRELETRICO PARECIS;100,0;113,3;13,28
20/01/2017;CONJUNTO HIDRELETRICO SANTA CABECA;47,0;47,0;0,00
20/01/2017;CORUMBA;87,8;88,4;0,63
20/01/2017;CORUMBA III;0,0;0,0;0,00
20/01/2017;CORUMBA IV;0,0;0,0;0,00
20/01/2017;DARDANELOS;249,9;247,1;-1,12
20/01/2017;E.CUNHA;58,7;64,3;9,45
20/01/2017;EMBORCACAO;236,5;245,3;3,70
20/01/2017;ESPORA;26,5;25,5;-3,66
20/01/2017;FONTES NOVA;110,0;112,4;2,14
20/01/2017;FUNIL;120,6;140,4;16,46
20/01/2017;FUNIL GRANDE;137,1;133,8;-2,44
20/01/2017;FURNAS;561,5;541,8;-3,51
20/01/2017;GUAPORE;48,1;51,0;5,92
20/01/2017;GUILMA AMORIM;46,7;63,2;35,20
20/01/2017;H.BORDEN EXT;87,8;87,1;-0,79
20/01/2017;H.BORDEN SUB;85,1;81,5;-4,24
20/01/2017;IBITINGA;112,0;115,0;2,65
20/01/2017;IGARAPAVA;153,7;157,0;2,15
20/01/2017;ILHA POMBOS;112,1;143,4;27,89
20/01/2017;ILHA SOLTEIRA;1.402,2;1.413,6;0,81
20/01/2017;IRAPE-US;62,0;66,7;7,61
20/01/2017;ITAIPU 60 HZ;5.211,6;5.237,4;0,49
20/01/2017;ITIQUIRA I;30,0;30,5;1,70
20/01/2017;ITIQUIRA II;80,0;85,9;7,40
20/01/2017;ITUMBIARA;808,4;514,8;-36,32
20/01/2017;ITUTINGA-US;42,6;42,2;-0,89
20/01/2017;J.GELASIO ROC;0,0;0,0;0,00
20/01/2017;JAGUARA-US;364,8;369,4;1,27
20/01/2017;JAGUARI;15,3;14,7;-3,92
20/01/2017;JLM.G.PEREIRA;54,4;64,3;18,12
20/01/2017;JUBA 1;27,7;29,3;5,70
20/01/2017;JUBA 2;29,3;27,7;-5,39
20/01/2017;JUPIA;916,9;915,2;-0,18
20/01/2017;JURUMIRIM;95,1;94,9;-0,22
20/01/2017;L.C.BARRETO;506,9;485,2;-4,29
20/01/2017;LAJEADO;247,9;251,2;1,34
20/01/2017;LASA;0,0;0,0;0,00
20/01/2017;LIMOEIRO;15,3;14,4;-6,02
20/01/2017;M. MORAES;306,1;299,6;-2,14
20/01/2017;MANSO;60,0;61,1;1,88
20/01/2017;MARIMBONDO;741,4;640,0;-13,67
20/01/2017;MIRANDA;153,7;142,5;-7,30
20/01/2017;N.AVANHANDAVA;225,8;224,0;-0,82
20/01/2017;NILO PECANHA;277,1;320,0;15,46
20/01/2017;NOVA PONTE;179,8;172,4;-4,11
20/01/2017;OURINHOS;32,9;31,5;-4,37
20/01/2017;P. COLOMBIA;265,7;255,7;-3,76
20/01/2017;P. PRIMAVERA;1.091,7;1.061,2;-2,79
20/01/2017;PARAIBUNA;9,0;9,1;1,33
20/01/2017;PCH BURITI;26,4;26,4;0,00
20/01/2017;PCH CEB;4,3;4,3;0,00
20/01/2017;PCH CELG;58,9;41,5;-29,58
20/01/2017;PCH CEMAT;485,8;485,8;0,00
20/01/2017;PCH CEMIG;40,3;40,3;0,00
20/01/2017;PCH CERJ;279,8;0,0;-100,00
20/01/2017;PCH CESP;0,0;0,0;0,00
20/01/2017;PCH CGRANDE;43,0;43,0;0,00
20/01/2017;PCH CPFL;45,0;45,0;0,00
20/01/2017;PCH EMAE;44,0;44,0;0,00
20/01/2017;PCH ENERSUL;1,0;0,0;-100,00
20/01/2017;PCH ESCELSA;101,3;101,3;0,00
20/01/2017;PCH IACIARA;0,0;0,0;0,00
20/01/2017;PCH JAURU-CEMAT;0,0;60,4;0,00
20/01/2017;PCH JI-PARANA;0,0;30,1;0,00
20/01/2017;PCH NORTEMS;0,0;0,0;0,00
20/01/2017;PCH P. BUENO;0,0;14,1;0,00
20/01/2017;PCH QUEIXADA;23,1;23,2;0,22
20/01/2017;PCH S A CAIAPO;13,2;0,0;-100,00
20/01/2017;PCH SAL.CURUA;0,0;0,0;0,00
20/01/2017;PCH SAO JOAO;8,0;8,0;0,00
20/01/2017;PCH VILHENA;0,0;24,3;0,00
20/01/2017;PEIXE ANGICAL;199,1;199,2;0,07
20/01/2017;PEREIRA PASSO;46,3;49,3;6,39
20/01/2017;PICADA;40,7;45,6;11,91
20/01/2017;PIRAJU;74,0;76,2;2,93
20/01/2017;PONTE PEDRA;174,0;171,7;-1,32
20/01/2017;PORTO ESTRELA;24,3;42,9;76,66
20/01/2017;PORTO PEDRAS;23,0;23,0;0,00
20/01/2017;PROMISSAO;136,2;137,5;0,92
20/01/2017;QUEIMADO;9,3;9,1;-1,93
20/01/2017;RETIRO BAIXO;44,0;43,3;-1,61
20/01/2017;RISOLETANEVES;0,0;0,0;0,00
20/01/2017;ROCHEDO;3,0;0,0;-100,00
20/01/2017;RONDON II;48,0;48,2;0,50
20/01/2017;ROSAL;38,1;34,9;-8,44
20/01/2017;ROSANA;324,0;324,4;0,15
20/01/2017;S.DO FACAO;30,0;37,8;26,03
20/01/2017;S.R.VERDINHO;56,3;58,8;4,44
20/01/2017;SA CARVALHO;54,7;63,4;15,79
20/01/2017;SALTO;91,1;112,2;23,09
20/01/2017;SALTO GRANDE;54,9;53,0;-3,45
20/01/2017;SALTO GRANDE CS;70,0;69,0;-1,43
20/01/2017;SANTA BRANCA;9,0;8,8;-2,11
20/01/2017;SANTO ANTONIO;1.956,8;2.542,6;29,94
20/01/2017;SAO DOMINGOS;45,6;45,5;-0,24
20/01/2017;SAO JOAQUIM;0,0;0,0;0,00
20/01/2017;SAO LOURENCO;26,7;13,9;-48,07
20/01/2017;SAO SALVADOR;93,0;93,7;0,67
20/01/2017;SAO SIMAO-US;1.068,9;1.090,2;1,99
20/01/2017;SIMPLICIO;300,0;303,4;1,12
20/01/2017;SOBRAGI;51,0;48,8;-4,39
20/01/2017;STA.CLARA-MG;3,0;4,0;32,00
20/01/2017;TAQUARUCU;354,7;340,6;-3,96
20/01/2017;TELES PIRES;1.021,4;1.044,1;2,22
20/01/2017;TRES IRMAOS;285,7;271,9;-4,83
20/01/2017;TRES MARIAS;49,0;49,2;0,31
20/01/2017;U.MASCARENHAS;82,1;93,8;14,32
20/01/2017;U.MIMOSO;15,0;22,0;46,67
20/01/2017;UH BCOQUEIROS;67,3;78,9;17,31
20/01/2017;UHE CACU;45,7;53,2;16,47
20/01/2017;UHE JIRAU;2.539,9;2.572,0;1,26
20/01/2017;UHE S.DA MESA;267,7;251,1;-6,21
20/01/2017;UHE SAMUEL;107,4;93,1;-13,35
20/01/2017;USI JAURU;66,0;69,2;4,71
20/01/2017;VOLTA GRANDE;244,1;258,1;5,73
20/01/2017;
20/01/2017;"[Geração";  por Submercado]
20/01/2017;"[Térmica";  - Por Usina]
20/01/2017;"[Eólica";  - Por Usina]
20/01/2017;
20/01/2017;Ir para >>
20/01/2017;[Boletim Semanal - Página Inicial]
20/01/2017;"[Histórico da";  Geração de Energia]
20/01/2017;[Voltar]
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
20/01/2017;
27/01/2017;CURUA-UNA;17,0;15,6;-8,12
27/01/2017;ESTREITO;557,3;550,0;-1,30
27/01/2017;FERREI.GOMES;91,7;101,3;10,48
27/01/2017;PCH CELPA;0,0;0,0;0,00
27/01/2017;PCH CELTINS;0,0;0,0;0,00
27/01/2017;PCH CERON;0,0;0,0;0,00
27/01/2017;PCH ENORTE;0,0;0,0;0,00
27/01/2017;STO.ANT.JARI;100,6;128,5;27,74
27/01/2017;UHE BALBINA;60,0;60,9;1,52
27/01/2017;US. TUCURUI;3.222,3;2.962,5;-8,06
27/01/2017;US.COA.NUNES;72,0;72,0;-0,04
27/01/2017;CONJUNTO HIDRELETRICO BARREIRAS;32,1;38,7;20,39
27/01/2017;ITAPEBI US;81,3;58,7;-27,75
27/01/2017;P.DO CAVALO;2,5;2,6;4,40
27/01/2017;PCH CHESF;0,0;0,0;0,00
27/01/2017;PCH COELBA;0,0;0,0;0,00
27/01/2017;PCH S.GRANDE;11,9;11,9;0,00
27/01/2017;U. A. SALES;0,0;1,7;0,00
27/01/2017;U.SOBRADINHO;234,1;237,6;1,49
27/01/2017;UB.ESPERANCA;92,0;90,9;-1,20
27/01/2017;US. L.GONZAGA;330,5;319,3;-3,40
27/01/2017;USINA PA-I;0,0;0,0;0,00
27/01/2017;USINA PA-II;0,0;0,2;0,00
27/01/2017;USINA PA-III;0,0;0,0;0,00
27/01/2017;USINA PA-IV;738,9;698,5;-5,47
27/01/2017;USINA XINGO;802,8;820,2;2,17
27/01/2017;ITAIPU 50 HZ;4.262,2;4.201,6;-1,42
27/01/2017;14 DE JULHO;24,0;19,4;-19,35
27/01/2017;ALZIR SANTOS;44,9;45,7;1,83
27/01/2017;BENTO MUNHOZ;945,6;1.002,6;6,02
27/01/2017;CASTRO ALVES;37,6;36,2;-3,73
27/01/2017;CONJUNTO HIDRELETRICO BOCA DO MONTE;14,0;10,4;-25,77
27/01/2017;CONJUNTO HIDRELETRICO LAJEADO GRANDE;40,7;31,2;-23,48
27/01/2017;FUNDAO;101,4;84,7;-16,48
27/01/2017;G.JOSE RICHA;877,5;884,1;0,75
27/01/2017;ITAUBA;332,5;337,3;1,42
27/01/2017;JACUI;180,0;176,4;-2,01
27/01/2017;NEY BRAGA;1.088,6;1.115,1;2,44
27/01/2017;PASSO REAL;158,0;155,9;-1,33
27/01/2017;PASSO S JOAO;58,5;59,3;1,44
27/01/2017;PCH ANGELINA;21,6;21,6;0,00
27/01/2017;PCH BLUMENAU;52,6;52,6;-0,04
27/01/2017;PCH CANASTRA;25,0;24,1;-3,67
27/01/2017;PCH CEEE;13,0;22,2;70,77
27/01/2017;PCH CELESC;148,7;148,7;-0,01
27/01/2017;PCH CHOPIM;28,0;28,0;0,00
27/01/2017;PCH COPEL;87,0;86,9;-0,05
27/01/2017;PCH CURITIBA;50,0;50,0;0,00
27/01/2017;PCH LUDESA;10,0;10,0;0,00
27/01/2017;PCH PBRANCO;140,0;140,0;0,00
27/01/2017;PCH PFUNDO;0,0;0,0;0,00
27/01/2017;PCH RGE;0,0;65,1;0,00
27/01/2017;PCH TAQUARA;11,0;0,0;-100,00
27/01/2017;PCH XANXERE;14,2;14,2;0,00
27/01/2017;SALTO PILAO;115,7;123,2;6,47
27/01/2017;SAO JOSE;51,0;42,6;-16,45
27/01/2017;STA. CLARA PR;90,4;75,0;-16,95
27/01/2017;U.BARRAGRANDE;607,6;585,9;-3,58
27/01/2017;U.C NOVOS;402,4;428,2;6,41
27/01/2017;U.D.FRANCISCA;125,0;123,6;-1,14
27/01/2017;U.FOZ CHAPECO;478,4;500,8;4,67
27/01/2017;U.ITA;929,5;958,4;3,11
27/01/2017;U.MACHADINHO;842,0;864,3;2,65
27/01/2017;U.MONTE CLARO;33,3;30,7;-7,87
27/01/2017;U.PASSO FUNDO;140,7;160,8;14,26
27/01/2017;U.QUEB.QUEIXO;30,6;36,0;17,70
27/01/2017;U.S.OSORIO;859,8;851,4;-0,98
27/01/2017;U.S.SANTIAGO;1.046,1;1.034,4;-1,13
27/01/2017;UHE GARIBALDI;60,4;59,8;-0,99
27/01/2017;UHE JAYME CANET;345,0;356,9;3,46
27/01/2017;USI PAR.SOUZA;250,5;247,1;-1,38
27/01/2017;AGUA VERMELHA;458,3;472,8;3,16
27/01/2017;AIMORES;81,6;75,3;-7,64
27/01/2017;ALTO SUCURIU;27,0;27,0;0,00
27/01/2017;AMADORAGUIAR1;89,5;93,8;4,82
27/01/2017;AMADORAGUIAR2;83,9;87,7;4,64
27/01/2017;BAGUARI;40,9;40,4;-1,15
27/01/2017;BARIRI;130,0;124,5;-4,21
27/01/2017;BARRA BONITA;85,0;86,2;1,42
27/01/2017;BATALHA;10,0;10,0;0,40
27/01/2017;C. DOURADA;237,7;213,2;-10,32
27/01/2017;CACONDE;28,0;27,6;-1,61
27/01/2017;CAMARGOS;34,0;33,5;-1,44
27/01/2017;CANA BRAVA;152,5;161,8;6,06
27/01/2017;CANOAS I;79,4;78,6;-0,98
27/01/2017;CANOAS II;70,0;66,0;-5,76
27/01/2017;CAPIVARA;380,0;392,8;3,36
27/01/2017;CHAVANTES;370,0;370,9;0,24
27/01/2017;CONJUNTO HIDRELETRICO PARECIS;100,0;115,1;15,06
27/01/2017;CONJUNTO HIDRELETRICO SANTA CABECA;41,5;41,5;0,00
27/01/2017;CORUMBA;80,0;85,3;6,62
27/01/2017;CORUMBA III;0,0;0,0;0,00
27/01/2017;CORUMBA IV;0,0;0,0;0,00
27/01/2017;DARDANELOS;226,0;211,4;-6,46
27/01/2017;E.CUNHA;83,9;76,6;-8,66
27/01/2017;EMBORCACAO;167,3;192,3;14,89
27/01/2017;ESPORA;21,0;21,5;2,14
27/01/2017;FONTES NOVA;110,0;117,2;6,56
27/01/2017;FUNIL;174,6;177,6;1,75
27/01/2017;FUNIL GRANDE;119,7;118,1;-1,30
27/01/2017;FURNAS;323,4;323,5;0,04
27/01/2017;GUAPORE;54,3;59,7;10,04
27/01/2017;GUILMA AMORIM;30,7;36,2;17,71
27/01/2017;H.BORDEN EXT;323,6;322,6;-0,29
27/01/2017;H.BORDEN SUB;286,5;285,6;-0,32
27/01/2017;IBITINGA;120,0;120,1;0,10
27/01/2017;IGARAPAVA;115,0;122,7;6,69
27/01/2017;ILHA POMBOS;127,1;141,2;11,09
27/01/2017;ILHA SOLTEIRA;1.763,2;1.796,3;1,87
27/01/2017;IRAPE-US;62,0;70,6;13,84
27/01/2017;ITAIPU 60 HZ;5.211,5;5.354,5;2,74
27/01/2017;ITIQUIRA I;30,0;30,3;0,90
27/01/2017;ITIQUIRA II;80,0;84,5;5,66
27/01/2017;ITUMBIARA;491,1;384,5;-21,70
27/01/2017;ITUTINGA-US;45,3;45,1;-0,60
27/01/2017;J.GELASIO ROC;0,0;0,0;0,00
27/01/2017;JAGUARA-US;273,6;280,2;2,41
27/01/2017;JAGUARI;22,3;21,3;-4,58
27/01/2017;JLM.G.PEREIRA;49,9;50,4;1,10
27/01/2017;JUBA 1;27,0;29,1;7,93
27/01/2017;JUBA 2;29,1;27,0;-7,34
27/01/2017;JUPIA;1.173,2;1.128,5;-3,81
27/01/2017;JURUMIRIM;94,0;93,8;-0,23
27/01/2017;L.C.BARRETO;401,3;388,9;-3,09
27/01/2017;LAJEADO;467,6;478,9;2,42
27/01/2017;LASA;0,0;0,0;0,00
27/01/2017;LIMOEIRO;14,5;15,1;4,08
27/01/2017;M. MORAES;250,5;226,1;-9,74
27/01/2017;MANSO;60,0;61,1;1,87
27/01/2017;MARIMBONDO;411,6;382,8;-7,01
27/01/2017;MIRANDA;106,0;106,5;0,48
27/01/2017;N.AVANHANDAVA;288,8;288,9;0,03
27/01/2017;NILO PECANHA;251,4;315,5;25,47
27/01/2017;NOVA PONTE;143,1;145,8;1,88
27/01/2017;OURINHOS;43,0;36,3;-15,58
27/01/2017;P. COLOMBIA;243,4;239,7;-1,52
27/01/2017;P. PRIMAVERA;1.336,0;1.274,3;-4,62
27/01/2017;PARAIBUNA;5,7;6,4;11,21
27/01/2017;PCH BURITI;26,0;26,0;0,00
27/01/2017;PCH CEB;13,1;13,1;0,00
27/01/2017;PCH CELG;79,6;52,3;-34,33
27/01/2017;PCH CEMAT;490,6;490,6;0,00
27/01/2017;PCH CEMIG;40,3;40,3;-0,05
27/01/2017;PCH CERJ;264,5;0,0;-100,00
27/01/2017;PCH CESP;0,0;0,0;0,00
27/01/2017;PCH CGRANDE;43,0;43,0;0,00
27/01/2017;PCH CPFL;45,0;45,0;0,00
27/01/2017;PCH EMAE;44,0;44,0;0,00
27/01/2017;PCH ENERSUL;1,0;0,0;-100,00
27/01/2017;PCH ESCELSA;87,7;87,7;0,00
27/01/2017;PCH IACIARA;0,0;0,0;0,00
27/01/2017;PCH JAURU-CEMAT;0,0;66,8;0,00
27/01/2017;PCH JI-PARANA;0,0;30,1;0,00
27/01/2017;PCH NORTEMS;0,0;0,0;0,00
27/01/2017;PCH P. BUENO;0,0;14,1;0,00
27/01/2017;PCH QUEIXADA;17,0;19,7;15,65
27/01/2017;PCH S A CAIAPO;21,9;0,0;-100,00
27/01/2017;PCH SAL.CURUA;0,0;0,0;0,00
27/01/2017;PCH SAO JOAO;7,0;7,0;0,00
27/01/2017;PCH VILHENA;0,0;24,3;0,00
27/01/2017;PEIXE ANGICAL;194,1;194,7;0,29
27/01/2017;PEREIRA PASSO;42,6;50,3;18,21
27/01/2017;PICADA;21,6;36,7;70,14
27/01/2017;PIRAJU;66,3;51,6;-22,12
27/01/2017;PONTE PEDRA;174,0;171,4;-1,51
27/01/2017;PORTO ESTRELA;29,3;26,9;-8,16
27/01/2017;PORTO PEDRAS;22,0;22,0;0,00
27/01/2017;PROMISSAO;187,0;192,5;2,97
27/01/2017;QUEIMADO;9,3;8,8;-5,15
27/01/2017;RETIRO BAIXO;33,3;22,5;-32,29
27/01/2017;RISOLETANEVES;0,0;0,0;0,00
27/01/2017;ROCHEDO;3,0;0,0;-100,00
27/01/2017;RONDON II;48,0;47,7;-0,58
27/01/2017;ROSAL;18,1;17,5;-3,47
27/01/2017;ROSANA;306,9;303,5;-1,09
27/01/2017;S.DO FACAO;30,0;37,8;26,03
27/01/2017;S.R.VERDINHO;43,3;45,1;4,35
27/01/2017;SA CARVALHO;38,1;36,5;-4,33
27/01/2017;SALTO;104,0;116,3;11,81
27/01/2017;SALTO GRANDE;46,7;40,6;-13,17
27/01/2017;SALTO GRANDE CS;70,0;69,3;-1,01
27/01/2017;SANTA BRANCA;8,8;9,0;1,93
27/01/2017;SANTO ANTONIO;1.841,4;2.417,2;31,27
27/01/2017;SAO DOMINGOS;41,7;44,1;5,73
27/01/2017;SAO JOAQUIM;0,0;0,0;0,00
27/01/2017;SAO LOURENCO;25,4;17,0;-33,03
27/01/2017;SAO SALVADOR;107,7;98,9;-8,22
27/01/2017;SAO SIMAO-US;611,9;663,4;8,42
27/01/2017;SIMPLICIO;300,0;302,6;0,87
27/01/2017;SOBRAGI;38,4;36,2;-5,85
27/01/2017;STA.CLARA-MG;3,0;3,5;15,00
27/01/2017;TAQUARUCU;328,7;326,3;-0,73
27/01/2017;TELES PIRES;1.340,6;1.395,5;4,09
27/01/2017;TRES IRMAOS;521,2;518,7;-0,49
27/01/2017;TRES MARIAS;35,9;35,9;0,11
27/01/2017;U.MASCARENHAS;77,7;68,8;-11,50
27/01/2017;U.MIMOSO;15,0;22,0;46,67
27/01/2017;UH BCOQUEIROS;74,6;82,0;9,96
27/01/2017;UHE CACU;54,2;56,6;4,33
27/01/2017;UHE JIRAU;2.489,4;2.481,4;-0,32
27/01/2017;UHE S.DA MESA;260,0;252,2;-3,00
27/01/2017;UHE SAMUEL;104,6;93,8;-10,37
27/01/2017;USI JAURU;66,0;84,9;28,53
27/01/2017;VOLTA GRANDE;199,8;218,5;9,39
27/01/2017;
27/01/2017;"[Geração";  por Submercado]
27/01/2017;"[Térmica";  - Por Usina]
27/01/2017;"[Eólica";  - Por Usina]
27/01/2017;
27/01/2017;Ir para >>
27/01/2017;[Boletim Semanal - Página Inicial]
27/01/2017;"[Histórico da";  Geração de Energia]
27/01/2017;[Voltar]
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
27/01/2017;
